Year,Month,Day,Flag.Tsunami,Flag.Earthquake,Volcano.Name,Location,Country,Elevation,Volcano.Type,Status,Volcanic.Explosivity.Index,Volcano...Deaths,Volcano...Deaths.Description,Volcano...Missing,Volcano...Missing.Description,Volcano...Injuries,Volcano...Injuries.Description,Volcano...Damage..in.M..,Volcano...Damage.Description,Volcano...Houses.destroyed,Volcano...Houses.destroyed.Description,Total.Effects...Deaths,Total.Effects...Deaths.Description,Total.Effects...Missing,Total.Effects...Missing.Description,Total.Effects...Injuries,Total.Effects...Injuries.Description,Total.Effects...Damages.in.million.Dollars,Total.Effects...Damage.Description,Total.Effects...Houses.Destroyed,Total.Effects...Houses.Destroyed.Description,Coordinates,Earthquakes...Houses.damaged.Description,Total.Effects...Houses.Damaged.Description,RowNumber
1566,10.0,31.0,,,Kirishima,Kyushu-Japan,Japan,1700.0,Shield volcano,Historical,3.0,,Many (~101 to 1000 deaths),,,,,,,,,,Many (~101 to 1000 deaths),,,,,,,,,31.93,,,235
1597,1.0,3.0,,,Hekla,Iceland-S,Iceland,1491.0,Stratovolcano,Historical,4.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,63.98,,,236
1640,8.0,15.39258114374034,,,Tungurahua,Ecuador,Ecuador,5023.0,Stratovolcano,Historical,3.0,5000.0,Very Many (~1001 or more deaths),,,,,,,,Very Many (~1001 or more houses),5000.0,Very Many (~1001 or more deaths),,,,,,,,Very Many (~1001 or more houses),-1.467,,,237
1650,9.0,26.0,Tsunami,,Santorini,Greece,Greece,329.0,Shield volcano,Historical,4.0,120.0,Many (~101 to 1000 deaths),,,,,,,,,120.0,Many (~101 to 1000 deaths),,,,,,,,,36.404,,,238
1660,11.0,3.0,,,Katla,Iceland-S,Iceland,1512.0,Subglacial volcano,Historical,4.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,63.63,,,239
1672,8.0,4.0,,,Merapi,Java,Indonesia,2947.0,Stratovolcano,Historical,3.0,3000.0,Very Many (~1001 or more deaths),,,,,,,,,3000.0,Very Many (~1001 or more deaths),,,,,,,,,-7.542,,,240
1679,9.0,21.0,,Earthquake,Zukur,Red Sea,Yemen,624.0,Shield volcano,Holocene,,,,,,,,,,,,,,,,,,,,,,14.02,,,241
1717,2.0,7.0,,,Kirishima,Kyushu-Japan,Japan,1700.0,Shield volcano,Historical,3.0,1.0,Few (~1 to 50 deaths),,,30.0,Few (~1 to 50 deaths),,,,,1.0,Few (~1 to 50 deaths),,,30.0,Few (~1 to 50 deaths),,,,,31.93,,,242
1741,8.0,23.0,Tsunami,,Oshima-Oshima,Hokkaido-Japan,Japan,737.0,Stratovolcano,Historical,4.0,,,,,,,,,,,2000.0,Very Many (~1001 or more deaths),,,,,,SEVERE (~>$5 to $24 million),871.0,Many (~101 to 1000 houses),41.5,,,243
1753,10.0,15.0,,,Grimsvotn,Iceland-NE,Iceland,1725.0,Caldera,Historical,2.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,64.42,,,244
1780,9.0,9.0,Tsunami,,Sakura-jima,Kyushu-Japan,Japan,1117.0,Stratovolcano,Historical,4.0,,,,,,,,,,,,,,,,,,,,,31.58,,,245
1817,8.0,15.39258114374034,,,Raung,Java,Indonesia,3332.0,Stratovolcano,Historical,4.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,-8.125,,,246
1833,11.0,24.0,,,Kaba,Sumatra,Indonesia,1952.0,Stratovolcano,Historical,2.0,126.0,Many (~101 to 1000 deaths),,,,,,,,,126.0,Many (~101 to 1000 deaths),,,,,,,,,-3.52,,,247
1841,4.0,15.39258114374034,,,Kuchinoerabu-jima,Ryukyu Is,Japan,649.0,Stratovolcano,Historical,2.0,,,,,,,,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),,,,,,,,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),30.43,,,248
1843,2.0,8.0,Tsunami,,Liamuiga,W Indies,St. Kitts & Nevis,1156.0,Stratovolcano,Radiocarbon,0.0,,,,,,,,,,,,,,,,,,,,,17.37,,,249
1871,3.0,3.0,Tsunami,,Ruang,Sangihe Is-Indonesia,Indonesia,725.0,Stratovolcano,Historical,2.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),400.0,Many (~101 to 1000 deaths),,,,,,MODERATE (~$1 to $5 million),75.0,Some (~51 to 100 houses),2.28,,,250
1899,8.0,15.39258114374034,,,Manam,New Guinea-NE of,Papua New Guinea,1807.0,Stratovolcano,Historical,2.0,2.0,Few (~1 to 50 deaths),,,,,,,,,2.0,Few (~1 to 50 deaths),,,,,,,,,-4.1,,,251
1900,2.0,16.0,,,Kirishima,Kyushu-Japan,Japan,1700.0,Shield volcano,Historical,2.0,2.0,Few (~1 to 50 deaths),,,3.0,Few (~1 to 50 deaths),,,,,2.0,Few (~1 to 50 deaths),,,3.0,Few (~1 to 50 deaths),,,,,31.93,,,252
1928,1.0,15.39258114374034,,,Mayon,Luzon-Philippines,Philippines,2462.0,Stratovolcano,Historical,3.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,13.257,,,253
1937,5.0,29.0,Tsunami,Earthquake,Rabaul,New Britain-SW Pac,Papua New Guinea,688.0,Pyroclastic shield,Historical,4.0,507.0,Many (~101 to 1000 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),507.0,Many (~101 to 1000 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),-4.271,,,254
1946,1.0,15.39258114374034,,,Sakura-jima,Kyushu-Japan,Japan,1117.0,Stratovolcano,Historical,2.0,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,31.58,,,255
1953,6.0,27.0,Tsunami,,St. Andrew Strait,Admiralty Is-SW Paci,Papua New Guinea,270.0,Complex volcano,Historical,0.0,,,,,,,,,,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,-2.38,,,256
1976,8.0,12.0,,,Sangay,Ecuador,Ecuador,5230.0,Stratovolcano,Historical,3.0,2.0,Few (~1 to 50 deaths),,,4.0,Few (~1 to 50 deaths),,,,,2.0,Few (~1 to 50 deaths),,,4.0,Few (~1 to 50 deaths),,,,,-2.03,,,257
1977,8.0,2.0,,,Kliuchevskoi,Kamchatka,Russia,4835.0,Stratovolcano,Historical,3.0,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,56.057,,,258
1981,6.0,30.0,,,Mayon,Luzon-Philippines,Philippines,2462.0,Stratovolcano,Historical,,200.0,Many (~101 to 1000 deaths),,,,,,,,,200.0,Many (~101 to 1000 deaths),,,,,,,,,13.257,,,259
1992,5.0,11.0,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,1784.0,Stratovolcano,Historical,1.0,6.0,Few (~1 to 50 deaths),,,1.0,Few (~1 to 50 deaths),,,,,6.0,Few (~1 to 50 deaths),,,1.0,Few (~1 to 50 deaths),,,,,2.78,,,260
1994,9.0,19.0,Tsunami,,Rabaul,New Britain-SW Pac,Papua New Guinea,688.0,Pyroclastic shield,Historical,3.0,4.0,Few (~1 to 50 deaths),,,,,86.0,EXTREME (~$25 million or more),,,4.0,Few (~1 to 50 deaths),,,,,86.0,EXTREME (~$25 million or more),,,-4.271,,,261
1997,1.0,14.0,,,Merapi,Java,Indonesia,2947.0,Stratovolcano,Historical,2.0,6.0,Few (~1 to 50 deaths),,,,Few (~1 to 50 deaths),,,,,6.0,Few (~1 to 50 deaths),,,,Few (~1 to 50 deaths),,,,,-7.542,,,262
2005,1.0,27.0,,,Manam,New Guinea-NE of,Papua New Guinea,1807.0,Stratovolcano,Historical,4.0,1.0,Few (~1 to 50 deaths),,,14.0,Few (~1 to 50 deaths),,,,,1.0,Few (~1 to 50 deaths),,,14.0,Few (~1 to 50 deaths),,,,,-4.1,,,263
2006,3.0,17.0,,,Raoul Island,Kermadec Is,New Zealand,516.0,Stratovolcano,Historical,,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,-29.27,,,264
2014,11.0,23.0,,,Fogo,Cape Verde Is,Cape Verde,2829.0,Stratovolcano,Historical,,,,,,,,,MODERATE (~$1 to $5 million),230.0,Many (~101 to 1000 houses),,,,,,,,MODERATE (~$1 to $5 million),230.0,Many (~101 to 1000 houses),14.95,,,265
2015,7.0,31.0,,,Manam,New Guinea-NE of,Papua New Guinea,1807.0,Stratovolcano,Historical,2.0,,,,,2.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,,,2.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,-4.1,,,266
-1460,8.0,15.39258114374034,,,Taupo,New Zealand,New Zealand,760.0,Caldera,Radiocarbon,6.0,,,,,,,,,,,,,,,,,,,,,-38.82,,,267
1000,8.0,15.39258114374034,,,Changbaishan,China-E,North Korea,2744.0,Stratovolcano,Historical,7.0,,,,,,,,,,,,,,,,,,,,,41.98,,,268
1727,8.0,3.0,,,Oraefajokull,Iceland-SE,Iceland,2119.0,Stratovolcano,Historical,4.0,3.0,Few (~1 to 50 deaths),,,,,,,,,3.0,Few (~1 to 50 deaths),,,,,,,,,64.0,,,269
1826,10.0,11.0,,,Kelut,Java,Indonesia,1731.0,Stratovolcano,Historical,3.0,,Few (~1 to 50 deaths),,,65.0,Some (~51 to 100 deaths),,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,Few (~1 to 50 deaths),,,65.0,Some (~51 to 100 deaths),,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),-7.93,,,270
1868,4.0,3.0,Tsunami,Earthquake,Mauna Loa,Hawaiian Is,United States,4170.0,Shield volcano,Historical,2.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),37.0,Few (~1 to 50 houses),77.0,Some (~51 to 100 deaths),,,,,,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),19.475,,,271
1869,7.0,7.0,,,Lewotobi,Lesser Sunda Is,Indonesia,1703.0,Stratovolcano,Historical,2.0,2.0,Few (~1 to 50 deaths),,,,,,,,,2.0,Few (~1 to 50 deaths),,,,,,,,,-8.53,,,272
1895,8.0,15.39258114374034,,,Dakataua,New Britain-SW Pac,Papua New Guinea,400.0,Caldera,Anthropology,2.0,,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,-5.056,,,273
1900,7.0,17.0,,,Adatara,Honshu-Japan,Japan,1718.0,Stratovolcano,Historical,2.0,72.0,Some (~51 to 100 deaths),,,10.0,Few (~1 to 50 deaths),,,,,72.0,Some (~51 to 100 deaths),,,10.0,Few (~1 to 50 deaths),,,,,37.62,,,274
1900,8.0,15.39258114374034,,,Tullu Moje,Africa-NE,Ethiopia,2349.0,Pumice cone,Anthropology,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,,8.158,,,275
1902,12.0,15.39258114374034,,,Merapi,Java,Indonesia,2947.0,Stratovolcano,Historical,2.0,16.0,Few (~1 to 50 deaths),,,45.0,Few (~1 to 50 deaths),,,,Some (~51 to 100 houses),16.0,Few (~1 to 50 deaths),,,45.0,Few (~1 to 50 deaths),,,,Some (~51 to 100 houses),-7.542,,,276
1907,9.0,28.0,,,Lewotobi,Lesser Sunda Is,Indonesia,1703.0,Stratovolcano,Historical,2.0,1.0,Few (~1 to 50 deaths),,,,Few (~1 to 50 deaths),,,,,1.0,Few (~1 to 50 deaths),,,,Few (~1 to 50 deaths),,,,,-8.53,,,277
1913,3.0,14.0,Tsunami,Earthquake,Awu,Sangihe Is-Indonesia,Indonesia,1320.0,Stratovolcano,Historical,2.0,,,,,,,,,,,138.0,Many (~101 to 1000 deaths),,,,Some (~51 to 100 deaths),,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),3.67,,,278
1930,8.0,20.0,,,Asama,Honshu-Japan,Japan,2560.0,Complex volcano,Historical,3.0,6.0,Few (~1 to 50 deaths),,,,,,,,,6.0,Few (~1 to 50 deaths),,,,,,,,,36.4,,,279
1932,2.0,15.39258114374034,,,Merapi,Java,Indonesia,2947.0,Stratovolcano,Historical,,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,-7.542,,,280
1938,1.0,28.0,Tsunami,,Nyamuragira,Africa-C,Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,281
1938,6.0,5.0,,,Mayon,Luzon-Philippines,Philippines,2462.0,Stratovolcano,Historical,2.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,13.257,,,282
1954,8.0,15.39258114374034,,,Camiguin,Mindanao-Philippines,Philippines,1332.0,Stratovolcano,Historical,,2.0,Few (~1 to 50 deaths),,,,,,,,,2.0,Few (~1 to 50 deaths),,,,,,,,,9.203,,,283
1958,7.0,12.0,,,Mahawu,Sulawesi-Indonesia,Indonesia,1324.0,Stratovolcano,Historical,2.0,1.0,Few (~1 to 50 deaths),,,10.0,Few (~1 to 50 deaths),,,,,1.0,Few (~1 to 50 deaths),,,10.0,Few (~1 to 50 deaths),,,,,1.358,,,284
1961,4.0,23.0,,,Tate-yama,Honshu-Japan,Japan,2621.0,Stratovolcano,Historical,,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,36.57,,,285
1964,1.0,1.0,,,Paluweh,Lesser Sunda Is,Indonesia,875.0,Stratovolcano,Historical,2.0,1.0,Few (~1 to 50 deaths),,,3.0,Few (~1 to 50 deaths),,,,,1.0,Few (~1 to 50 deaths),,,3.0,Few (~1 to 50 deaths),,,,,-8.32,,,286
1992,9.0,17.0,,,Spurr,Alaska-SW,United States,3374.0,Stratovolcano,Historical,4.0,1.0,Few (~1 to 50 deaths),,,,,2.0,MODERATE (~$1 to $5 million),,,1.0,Few (~1 to 50 deaths),,,,,2.0,MODERATE (~$1 to $5 million),,,61.3,,,287
1995,9.0,6.0,,,Parker,Mindanao-Philippines,Philippines,1824.0,Stratovolcano,Historical,,60.0,Some (~51 to 100 deaths),,,,,,MODERATE (~$1 to $5 million),300.0,Many (~101 to 1000 houses),60.0,Some (~51 to 100 deaths),,,,,,MODERATE (~$1 to $5 million),300.0,Many (~101 to 1000 houses),6.12,,,288
1998,7.0,15.39258114374034,,,Kelut,Java,Indonesia,1731.0,Stratovolcano,Historical,,10.0,Few (~1 to 50 deaths),,,,,,,,,10.0,Few (~1 to 50 deaths),,,,,,,,,-7.93,,,289
2000,8.0,23.0,,,Arenal,Costa Rica,Costa Rica,1657.0,Stratovolcano,Historical,3.0,2.0,Few (~1 to 50 deaths),,,1.0,Few (~1 to 50 deaths),,,,,2.0,Few (~1 to 50 deaths),,,1.0,Few (~1 to 50 deaths),,,,,10.463,,,290
2010,5.0,27.0,,,Pacaya,Guatemala,Guatemala,2552.0,Complex volcano,Historical,1.0,1.0,Few (~1 to 50 deaths),3.0,Few (~1 to 50 deaths),,,,LIMITED (roughly corresponding to less than $1 million),3.0,Few (~1 to 50 houses),1.0,Few (~1 to 50 deaths),3.0,Few (~1 to 50 deaths),,,,LIMITED (roughly corresponding to less than $1 million),3.0,Few (~1 to 50 houses),14.381,,,291
2010,10.0,26.0,,,Merapi,Java,Indonesia,2947.0,Stratovolcano,Historical,,367.0,Many (~101 to 1000 deaths),,,277.0,Many (~101 to 1000 deaths),600.0,EXTREME (~$25 million or more),,Many (~101 to 1000 houses),367.0,Many (~101 to 1000 deaths),,,277.0,Many (~101 to 1000 deaths),600.0,EXTREME (~$25 million or more),,Many (~101 to 1000 houses),-7.542,,,292
2011,7.0,17.0,,,Lokon-Empung,Sulawesi-Indonesia,Indonesia,1580.0,Stratovolcano,Historical,,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,1.358,,,293
2013,2.0,12.0,,,Merapi,Java,Indonesia,2947.0,Stratovolcano,Historical,,1.0,Few (~1 to 50 deaths),,,1.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,1.0,Few (~1 to 50 deaths),,,1.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,-7.542,,,294
2016,9.0,27.0,,,Rinjani,Lesser Sunda Is,Indonesia,3726.0,Stratovolcano,Historical,,,,44.0,Few (~1 to 50 deaths),,,,,,,,,44.0,Few (~1 to 50 deaths),,,,,,,-8.42,,,295
2018,7.0,16.0,,,Kilauea,Hawaiian Is,United States,1222.0,Shield volcano,Historical,,,,,,23.0,Few (~1 to 50 deaths),1.0,LIMITED (roughly corresponding to less than $1 million),,,,,,,23.0,Few (~1 to 50 deaths),1.0,LIMITED (roughly corresponding to less than $1 million),,,19.425,,,296
-1900,8.0,15.39258114374034,,,Black Peak,Alaska Peninsula,United States,1032.0,Stratovolcano,Radiocarbon,6.0,,,,,,,,,,,,,,,,,,,,,56.53,,,297
1477,2.0,15.39258114374034,,,Bardarbunga,Iceland-NE,Iceland,2000.0,Stratovolcano,Historical,6.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,64.63,,,298
1597,8.0,15.39258114374034,,,Raung,Java,Indonesia,3332.0,Stratovolcano,Historical,3.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,-8.125,,,299
1673,5.0,20.0,Tsunami,,Gamkonora,Halmahera-Indonesia,Indonesia,1635.0,Stratovolcano,Historical,5.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,Many (~101 to 1000 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),1.375,,,300
1754,5.0,13.0,Tsunami,Earthquake,Taal,Luzon-Philippines,Philippines,400.0,Stratovolcano,Historical,4.0,12.0,Few (~1 to 50 deaths),,,,,,EXTREME (~$25 million or more),,Very Many (~1001 or more houses),12.0,Few (~1 to 50 deaths),,,,,,EXTREME (~$25 million or more),,Very Many (~1001 or more houses),14.002,,,301
1768,4.0,4.0,,,Cotopaxi,Ecuador,Ecuador,5911.0,Stratovolcano,Historical,4.0,,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,,,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,,-0.677,,,302
1792,5.0,21.0,Tsunami,Earthquake,Unzen,Kyushu-Japan,Japan,1500.0,Complex volcano,Historical,2.0,,Few (~1 to 50 deaths),,,,,,,,,15000.0,Very Many (~1001 or more deaths),,,707.0,Many (~101 to 1000 deaths),,EXTREME (~$25 million or more),6200.0,Very Many (~1001 or more houses),32.75,,,303
1814,2.0,1.0,,,Mayon,Luzon-Philippines,Philippines,2462.0,Stratovolcano,Historical,4.0,1200.0,Very Many (~1001 or more deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),1200.0,Very Many (~1001 or more deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),13.257,,,304
1815,4.0,10.0,Tsunami,,Tambora,Lesser Sunda Is,Indonesia,2850.0,Stratovolcano,Historical,7.0,11000.0,Very Many (~1001 or more deaths),,,,Very Many (~1001 or more deaths),,EXTREME (~$25 million or more),,Very Many (~1001 or more houses),60000.0,Very Many (~1001 or more deaths),,,,Very Many (~1001 or more deaths),,EXTREME (~$25 million or more),,Very Many (~1001 or more houses),-8.25,,,305
1818,2.0,5.0,,,Colima,Mexico,Mexico,3850.0,Stratovolcano,Historical,4.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,19.514,,,306
1854,6.0,27.0,Tsunami,,Alaid,Kuril Is,Russia,2339.0,Stratovolcano,Historical,3.0,,,,,,,,,,,,,,,,,,,,,50.858,,,307
1863,8.0,17.0,Tsunami,Earthquake,Yasur,Vanuatu-SW Pacific,Vanuatu,361.0,Stratovolcano,Historical,,,Many (~101 to 1000 deaths),,,,,,,,,,Many (~101 to 1000 deaths),,,,,,,,,-19.52,,,308
1872,4.0,15.0,,,Merapi,Java,Indonesia,2947.0,Stratovolcano,Historical,4.0,30.0,Few (~1 to 50 deaths),,,,Few (~1 to 50 deaths),,,50.0,Few (~1 to 50 houses),30.0,Few (~1 to 50 deaths),,,,Few (~1 to 50 deaths),,,50.0,Few (~1 to 50 houses),-7.542,,,309
1884,2.0,15.39258114374034,Tsunami,,Krakatau,Indonesia,Indonesia,813.0,Caldera,Historical,,,,,,,,,,,,,,,,,,,,,,-6.102,,,310
1888,3.0,13.0,Tsunami,,Ritter Island,New Guinea-NE of,Papua New Guinea,140.0,Stratovolcano,Historical,3.0,,,,,,,,,,,,Very Many (~1001 or more deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),-5.52,,,311
1888,7.0,15.0,,,Bandai,Honshu-Japan,Japan,1819.0,Stratovolcano,Historical,4.0,461.0,Many (~101 to 1000 deaths),,,70.0,Some (~51 to 100 deaths),,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),461.0,Many (~101 to 1000 deaths),,,70.0,Some (~51 to 100 deaths),,MODERATE (~$1 to $5 million),,Some (~51 to 100 houses),37.6,,,312
1913,6.0,23.0,,,Semeru,Java,Indonesia,3676.0,Stratovolcano,Historical,2.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,-8.108,,,313
1916,3.0,3.0,,,Tungurahua,Ecuador,Ecuador,5023.0,Stratovolcano,Historical,4.0,,,,,,,,,,,,,,,,,,,,,-1.467,,,314
1920,7.0,25.0,,,Merapi,Java,Indonesia,2947.0,Stratovolcano,Historical,3.0,33.0,Few (~1 to 50 deaths),,,,,,,,,33.0,Few (~1 to 50 deaths),,,,,,,,,-7.542,,,315
1946,10.0,29.0,,,Semeru,Java,Indonesia,3676.0,Stratovolcano,Historical,2.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,-8.108,,,316
1948,4.0,7.0,,,Iliwerung,Lesser Sunda Is,Indonesia,1018.0,Complex volcano,Historical,2.0,,,,,,,,MODERATE (~$1 to $5 million),,,,,,,,,,MODERATE (~$1 to $5 million),,,-8.54,,,317
1950,9.0,15.0,,,Camiguin,Mindanao-Philippines,Philippines,1332.0,Stratovolcano,Historical,3.0,68.0,Some (~51 to 100 deaths),,,,,,,,,68.0,Some (~51 to 100 deaths),,,,,,,,,9.203,,,318
1950,9.0,23.0,,,Asama,Honshu-Japan,Japan,2560.0,Complex volcano,Historical,2.0,1.0,Few (~1 to 50 deaths),,,1.0,Few (~1 to 50 deaths),,,,Few (~1 to 50 houses),1.0,Few (~1 to 50 deaths),,,1.0,Few (~1 to 50 deaths),,,,Few (~1 to 50 houses),36.4,,,319
1951,8.0,3.0,Tsunami,Earthquake,Cosiguina,Nicaragua,Nicaragua,872.0,Stratovolcano,Historical,,,,,,,,,,,,,,,,,,,SEVERE (~>$5 to $24 million),,Some (~51 to 100 houses),12.98,,,320
1956,3.0,30.0,Tsunami,,Bezymianny,Kamchatka,Russia,2882.0,Stratovolcano,Historical,5.0,,,,,,,,,,,,,,,,,,,,,55.978,,,321
1958,10.0,7.0,Tsunami,,Kuwae,Vanuatu-SW Pacific,Vanuatu,-2.0,Caldera,Historical,2.0,,,,,,,,,,,,,,,,,,,,,-16.829,,,322
1967,8.0,31.0,,,Semeru,Java,Indonesia,3676.0,Stratovolcano,Historical,3.0,3.0,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,3.0,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,-8.108,,,323
1974,8.0,9.0,,,Sakura-jima,Kyushu-Japan,Japan,1117.0,Stratovolcano,Historical,3.0,5.0,Few (~1 to 50 deaths),,,,,,,,,5.0,Few (~1 to 50 deaths),,,,,,,,,31.58,,,324
1979,2.0,20.0,,,Dieng Volc Complex,Java,Indonesia,2565.0,Complex volcano,Historical,1.0,149.0,Many (~101 to 1000 deaths),,,,,,,,,149.0,Many (~101 to 1000 deaths),,,,,,,,,-7.2,,,325
1984,9.0,9.0,,,Mayon,Luzon-Philippines,Philippines,2462.0,Stratovolcano,Historical,3.0,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,13.257,,,326
1988,5.0,9.0,,,Banda Api,Banda Sea,Pacific Ocean,640.0,Caldera,Historical,3.0,4.0,Few (~1 to 50 deaths),,,,,,,,,4.0,Few (~1 to 50 deaths),,,,,,,,,-4.525,,,327
1993,6.0,13.0,,,Krakatau,Indonesia,Indonesia,813.0,Caldera,Historical,1.0,1.0,Few (~1 to 50 deaths),,,5.0,Few (~1 to 50 deaths),,,,,1.0,Few (~1 to 50 deaths),,,5.0,Few (~1 to 50 deaths),,,,,-6.102,,,328
1996,1.0,2.0,Tsunami,,Karymsky,Kamchatka,Russia,1536.0,Stratovolcano,Historical,2.0,,,,,,,,,,,,,,,,,,,,,54.05,,,329
1997,12.0,26.0,Tsunami,,Soufriere Hills,W Indies,Montserrat,915.0,Stratovolcano,Historical,,,,,,,,,,,,,,,,,,,,,,16.72,,,330
2006,6.0,7.0,,,Bulusan,Luzon-Philippines,Philippines,1565.0,Stratovolcano,Historical,2.0,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,12.77,,,331
2007,3.0,15.39258114374034,,,Manam,New Guinea-NE of,Papua New Guinea,1807.0,Stratovolcano,Historical,4.0,4.0,Few (~1 to 50 deaths),,,1.0,Few (~1 to 50 deaths),,,,,4.0,Few (~1 to 50 deaths),,,1.0,Few (~1 to 50 deaths),,,,,-4.1,,,332
2007,9.0,30.0,,,Tair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333
2011,1.0,28.0,,,Kirishima,Kyushu-Japan,Japan,1700.0,Shield volcano,Historical,,,,,,,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,,,,,,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,,31.93,,,334
2012,12.0,12.0,,,Tolbachik,Kamchatka,Russia,3682.0,Shield volcano,Historical,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,55.83,,,335
2018,4.0,28.0,Tsunami,Earthquake,Kilauea,Hawaiian Is,United States,1222.0,Shield volcano,Historical,1.0,,,,,1.0,Few (~1 to 50 deaths),370.0,EXTREME (~$25 million or more),716.0,Many (~101 to 1000 houses),,,,,1.0,Few (~1 to 50 deaths),370.0,EXTREME (~$25 million or more),716.0,Many (~101 to 1000 houses),19.425,,,336
2020,5.0,29.0,Tsunami,Earthquake,Ijen,Java,Indonesia,2799.0,Stratovolcano,Historical,,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,-8.058,,,337
50,8.0,15.39258114374034,,,Ambrym,Vanuatu-SW Pacific,Vanuatu,1334.0,Pyroclastic shield,Historical,6.0,,,,,,,,,,,,,,,,,,,,,-16.25,,,338
590,8.0,15.39258114374034,,,San Salvador,El Salvador,El Salvador,1893.0,Stratovolcano,Historical,,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,13.736,,,339
